targetTime,actualGeneration
2024-01-22T09:30:00Z,15083.0
2024-01-22T10:00:00Z,15231.0
2024-01-22T10:30:00Z,15390.0
2024-01-22T11:00:00Z,15408.0
2024-01-22T11:30:00Z,15533.0
2024-01-22T12:00:00Z,15341.0
2024-01-22T12:30:00Z,15524.0
2024-01-22T13:00:00Z,15638.0
2024-01-22T13:30:00Z,15717.0
2024-01-22T14:00:00Z,16018.0
2024-01-22T14:30:00Z,15810.0
2024-01-22T15:00:00Z,15682.0
2024-01-22T15:30:00Z,15649.0
2024-01-22T16:00:00Z,15877.0
2024-01-22T16:30:00Z,13225.0
2024-01-22T17:00:00Z,15743.0
2024-01-22T17:30:00Z,15885.0
2024-01-22T18:00:00Z,15855.0
2024-01-22T18:30:00Z,15910.0
2024-01-22T19:00:00Z,15798.0
2024-01-22T19:30:00Z,15727.0
2024-01-22T20:00:00Z,15742.0
2024-01-22T20:30:00Z,15679.0
2024-01-22T21:00:00Z,15692.0
2024-01-22T21:30:00Z,15594.0
